Order ID,Order Date,Customer Name,Region,Category,Sales,Quantity,Discount,Profit
US-2017-156909,7/16/2017,Sandra Flanagan,East,Furniture,71.372,2,0.3,-1.0196
CA-2015-106320,9/25/2015,Emily Burns,West,Furniture,1044.63,3,0,240.2649
CA-2016-121755,1/16/2016,Eric Hoffmann,West,Office Supplies,11.648,2,0.2,4.2224
CA-2016-121755,1/16/2016,Eric Hoffmann,West,Technology,90.57,3,0,11.7741
US-2015-150630,9/17/2015,Tracy Blumstein,East,Furniture,3083.43,7,0.5,-1665.0522
US-2015-150630,9/17/2015,Tracy Blumstein,East,Office Supplies,9.618,2,0.7,-7.0532
US-2015-150630,9/17/2015,Tracy Blumstein,East,Furniture,124.2,3,0.2,15.525
US-2015-150630,9/17/2015,Tracy Blumstein,East,Office Supplies,3.264,2,0.2,1.1016
US-2015-150630,9/17/2015,Tracy Blumstein,East,Office Supplies,86.304,6,0.2,9.7092
US-2015-150630,9/17/2015,Tracy Blumstein,East,Office Supplies,6.858,6,0.7,-5.715
US-2015-150630,9/17/2015,Tracy Blumstein,East,Office Supplies,15.76,2,0.2,3.546
CA-2017-107727,10/19/2017,Matt Abelman,Central,Office Supplies,29.472,3,0.2,9.9468
CA-2016-117590,12/8/2016,Gene Hale,Central,Technology,1097.544,7,0.2,123.4737
CA-2016-117590,12/8/2016,Gene Hale,Central,Furniture,190.92,5,0.6,-147.963
CA-2015-117415,12/27/2015,Steve Nguyen,Central,Office Supplies,113.328,9,0.2,35.415
CA-2015-117415,12/27/2015,Steve Nguyen,Central,Furniture,532.3992,3,0.32,-46.9764
CA-2015-117415,12/27/2015,Steve Nguyen,Central,Furniture,212.058,3,0.3,-15.147
CA-2015-117415,12/27/2015,Steve Nguyen,Central,Technology,371.168,4,0.2,41.7564
CA-2017-120999,9/10/2017,Linda Cazamias,Central,Technology,147.168,4,0.2,16.5564
CA-2016-101343,7/17/2016,Ruben Ausman,West,Office Supplies,77.88,2,0,3.894
CA-2017-139619,9/19/2017,Erin Smith,South,Office Supplies,95.616,2,0.2,9.5616
CA-2016-118255,3/11/2016,Odella Nelson,Central,Technology,45.98,2,0,19.7714
CA-2016-118255,3/11/2016,Odella Nelson,Central,Office Supplies,17.46,2,0,8.2062
CA-2014-146703,10/20/2014,Patrick O'Donnell,Central,Office Supplies,211.96,4,0,8.4784
CA-2016-169194,6/20/2016,Lena Hernandez,East,Technology,45,3,0,4.95
CA-2016-169194,6/20/2016,Lena Hernandez,East,Technology,21.8,2,0,6.104
CA-2015-115742,4/18/2015,Darren Powers,Central,Office Supplies,38.22,6,0,17.9634
CA-2015-115742,4/18/2015,Darren Powers,Central,Office Supplies,75.18,6,0,35.3346
CA-2015-115742,4/18/2015,Darren Powers,Central,Furniture,6.16,2,0,2.9568
CA-2015-115742,4/18/2015,Darren Powers,Central,Furniture,89.99,1,0,17.0981
CA-2016-105816,12/11/2016,Janet Molinari,East,Office Supplies,15.26,7,0,6.2566
CA-2016-105816,12/11/2016,Janet Molinari,East,Technology,1029.95,5,0,298.6855
CA-2016-111682,6/17/2016,Ted Butterfield,East,Office Supplies,208.56,6,0,52.14
CA-2016-111682,6/17/2016,Ted Butterfield,East,Office Supplies,32.4,5,0,15.552
CA-2016-111682,6/17/2016,Ted Butterfield,East,Furniture,319.41,5,0.1,7.098
CA-2016-111682,6/17/2016,Ted Butterfield,East,Office Supplies,14.56,2,0,6.9888
CA-2016-111682,6/17/2016,Ted Butterfield,East,Technology,30,2,0,3.3
CA-2016-111682,6/17/2016,Ted Butterfield,East,Office Supplies,48.48,4,0.2,16.362
CA-2016-111682,6/17/2016,Ted Butterfield,East,Office Supplies,1.68,1,0,0.84
CA-2015-135545,11/24/2015,Kunst Miller,West,Technology,13.98,2,0,6.1512
CA-2015-135545,11/24/2015,Kunst Miller,West,Office Supplies,25.824,6,0.2,9.3612
CA-2015-135545,11/24/2015,Kunst Miller,West,Office Supplies,146.73,3,0,68.9631
CA-2015-135545,11/24/2015,Kunst Miller,West,Furniture,79.76,4,0,22.3328
US-2015-164175,4/30/2015,Paul Stevenson,Central,Furniture,213.115,5,0.3,-15.2225
CA-2014-106376,12/5/2014,Brendan Sweed,West,Office Supplies,1113.024,8,0.2,111.3024
CA-2014-106376,12/5/2014,Brendan Sweed,West,Technology,167.968,4,0.2,62.988
CA-2016-119823,6/4/2016,Karen Daniels,South,Office Supplies,75.88,2,0,35.6636
CA-2016-106075,9/18/2016,Henry MacAllister,East,Office Supplies,4.616,1,0.2,1.731
CA-2017-114440,9/14/2017,Tracy Blumstein,Central,Office Supplies,19.05,3,0,8.763
US-2015-134026,4/26/2015,Joel Eaton,South,Furniture,831.936,8,0.2,-114.3912
US-2015-134026,4/26/2015,Joel Eaton,South,Furniture,97.04,2,0.2,1.213
US-2015-134026,4/26/2015,Joel Eaton,South,Office Supplies,72.784,1,0.2,-18.196
US-2017-118038,12/9/2017,Ken Brennan,Central,Office Supplies,1.248,3,0.8,-1.9344
US-2017-118038,12/9/2017,Ken Brennan,Central,Furniture,9.708,3,0.6,-5.8248
US-2017-118038,12/9/2017,Ken Brennan,Central,Office Supplies,27.24,3,0.2,2.724
US-2014-147606,11/26/2014,Joel Eaton,Central,Furniture,19.3,5,0.6,-14.475
CA-2016-127208,6/12/2016,Stewart Carmichael,South,Office Supplies,208.16,1,0,56.2032
CA-2016-127208,6/12/2016,Stewart Carmichael,South,Office Supplies,16.74,3,0,8.0352
CA-2014-139451,10/12/2014,Duane Noonan,West,Office Supplies,14.9,5,0,4.172
CA-2014-139451,10/12/2014,Duane Noonan,West,Office Supplies,21.39,1,0,6.2031
CA-2015-149734,9/3/2015,Julie Creighton,South,Office Supplies,200.984,7,0.2,62.8075
US-2017-119662,11/13/2017,Christopher Schild,Central,Office Supplies,230.376,3,0.2,-48.9549
CA-2017-140088,5/28/2017,Patrick O'Donnell,South,Furniture,301.96,2,0,33.2156
CA-2017-155558,10/26/2017,Paul Gonzalez,Central,Technology,19.99,1,0,6.7966
CA-2017-155558,10/26/2017,Paul Gonzalez,Central,Office Supplies,6.16,2,0,2.9568
CA-2016-159695,4/5/2016,Gary Mitchum,Central,Office Supplies,158.368,7,0.2,13.8572
CA-2016-109806,9/17/2016,Jim Sink,West,Office Supplies,20.1,3,0,6.633
CA-2016-109806,9/17/2016,Jim Sink,West,Technology,73.584,2,0.2,8.2782
CA-2016-109806,9/17/2016,Jim Sink,West,Office Supplies,6.48,1,0,3.1104
CA-2015-149587,1/31/2015,Karl Braun,Central,Office Supplies,12.96,2,0,6.2208
CA-2015-149587,1/31/2015,Karl Braun,Central,Furniture,53.34,3,0,16.5354
CA-2015-149587,1/31/2015,Karl Braun,Central,Office Supplies,32.96,2,0,16.1504
US-2017-109484,11/6/2017,Roger Barcio,West,Office Supplies,5.682,1,0.7,-3.788
CA-2017-161018,11/9/2017,Parhena Norris,East,Furniture,96.53,7,0,40.5426
CA-2017-157833,6/17/2017,Katherine Ducich,West,Office Supplies,51.312,3,0.2,17.9592
CA-2016-149223,9/6/2016,Elpida Rittenbach,Central,Office Supplies,77.88,6,0,22.5852
CA-2016-158568,8/29/2016,Rick Bensley,Central,Office Supplies,64.624,7,0.2,22.6184
CA-2016-158568,8/29/2016,Rick Bensley,Central,Technology,95.976,3,0.2,-10.7973
CA-2016-158568,8/29/2016,Rick Bensley,Central,Office Supplies,1.788,3,0.8,-3.0396
CA-2016-129903,12/1/2016,Gary Zandusky,Central,Office Supplies,23.92,4,0,11.7208
US-2015-156867,11/13/2015,Lena Cacioppo,West,Technology,238.896,6,0.2,-26.8758
US-2015-156867,11/13/2015,Lena Cacioppo,West,Furniture,102.36,3,0.2,-3.8385
US-2015-156867,11/13/2015,Lena Cacioppo,West,Office Supplies,36.882,3,0.7,-25.8174
CA-2017-119004,11/23/2017,Janet Martin,South,Technology,74.112,8,0.2,17.6016
CA-2017-119004,11/23/2017,Janet Martin,South,Technology,27.992,1,0.2,2.0994
CA-2017-119004,11/23/2017,Janet Martin,South,Office Supplies,3.304,1,0.2,1.0738
CA-2015-129476,10/15/2015,Pete Armstrong,Central,Technology,339.96,5,0.2,67.992
CA-2017-146780,12/25/2017,Cynthia Voltz,East,Furniture,41.96,2,0,10.9096
CA-2016-128867,11/3/2016,Clay Ludtke,Central,Office Supplies,75.96,2,0,22.788
CA-2016-128867,11/3/2016,Clay Ludtke,Central,Office Supplies,27.24,6,0,13.3476
CA-2014-115259,8/25/2014,Ryan Crowe,East,Office Supplies,40.096,14,0.2,14.5348
CA-2014-115259,8/25/2014,Ryan Crowe,East,Office Supplies,4.72,2,0.2,1.652
CA-2014-115259,8/25/2014,Ryan Crowe,East,Office Supplies,23.976,3,0.2,7.4925
CA-2014-115259,8/25/2014,Ryan Crowe,East,Office Supplies,130.464,6,0.2,44.0316
CA-2015-110457,3/2/2015,Dave Kipp,West,Furniture,787.53,3,0,165.3813
US-2015-136476,4/5/2015,Greg Guthrie,South,Office Supplies,157.794,1,0.7,-115.7156
CA-2016-103730,6/12/2016,Steven Cartwright,East,Furniture,47.04,3,0,18.3456
CA-2016-103730,6/12/2016,Steven Cartwright,East,Office Supplies,30.84,4,0,13.878
CA-2016-103730,6/12/2016,Steven Cartwright,East,Office Supplies,226.56,6,0,63.4368
CA-2016-103730,6/12/2016,Steven Cartwright,East,Office Supplies,115.02,9,0,51.759
CA-2016-103730,6/12/2016,Steven Cartwright,East,Technology,68.04,7,0,19.7316
US-2014-152030,12/26/2014,Alan Dominguez,Central,Furniture,600.558,3,0.3,-8.5794
US-2014-134614,9/20/2014,Philip Fox,Central,Furniture,617.7,6,0.5,-407.682
US-2017-107272,11/5/2017,Troy Staebel,West,Office Supplies,2.388,2,0.7,-1.8308
US-2017-107272,11/5/2017,Troy Staebel,West,Office Supplies,243.992,7,0.2,30.499
US-2016-125969,11/6/2016,Lindsay Shagiari,West,Furniture,81.424,2,0.2,-9.1602
US-2016-125969,11/6/2016,Lindsay Shagiari,West,Furniture,238.56,3,0,26.2416
US-2017-164147,2/2/2017,Dorothy Wardle,East,Technology,59.97,5,0.4,-11.994
US-2017-164147,2/2/2017,Dorothy Wardle,East,Office Supplies,78.304,2,0.2,29.364
US-2017-164147,2/2/2017,Dorothy Wardle,East,Office Supplies,21.456,9,0.2,6.9732
CA-2016-145583,10/13/2016,Lena Creighton,West,Office Supplies,20.04,3,0,9.6192
CA-2016-145583,10/13/2016,Lena Creighton,West,Office Supplies,35.44,1,0,16.6568
CA-2016-145583,10/13/2016,Lena Creighton,West,Office Supplies,11.52,4,0,3.456
CA-2016-145583,10/13/2016,Lena Creighton,West,Office Supplies,4.02,2,0,1.9698
CA-2016-145583,10/13/2016,Lena Creighton,West,Office Supplies,76.176,3,0.2,26.6616
CA-2016-145583,10/13/2016,Lena Creighton,West,Office Supplies,65.88,6,0,18.4464
CA-2016-145583,10/13/2016,Lena Creighton,West,Furniture,43.12,14,0,20.6976
CA-2016-110366,9/5/2016,Jonathan Doherty,East,Furniture,82.8,2,0.2,10.35
CA-2017-106180,9/18/2017,Sally Hughsby,West,Office Supplies,8.82,3,0,2.3814
CA-2017-106180,9/18/2017,Sally Hughsby,West,Office Supplies,10.86,3,0,5.1042
CA-2017-106180,9/18/2017,Sally Hughsby,West,Office Supplies,143.7,3,0,68.976
CA-2017-155376,12/22/2017,Sandra Glassco,Central,Office Supplies,839.43,3,0,218.2518
CA-2015-110744,9/7/2015,Helen Andreada,West,Office Supplies,671.93,7,0,20.1579
CA-2014-110072,10/22/2014,Maureen Gastineau,East,Furniture,93.888,4,0.2,12.9096
CA-2016-114489,12/5/2016,Justin Ellison,Central,Technology,384.45,11,0,103.8015
CA-2016-114489,12/5/2016,Justin Ellison,Central,Technology,149.97,3,0,5.9988
CA-2016-114489,12/5/2016,Justin Ellison,Central,Furniture,1951.84,8,0,585.552
CA-2016-114489,12/5/2016,Justin Ellison,Central,Office Supplies,171.55,5,0,80.6285
CA-2016-158834,3/13/2016,Tamara Willingham,West,Office Supplies,157.92,5,0.2,17.766
CA-2016-158834,3/13/2016,Tamara Willingham,West,Technology,203.184,2,0.2,15.2388
CA-2015-124919,5/31/2015,Stephanie Phelps,West,Office Supplies,58.38,7,0,26.271
CA-2015-124919,5/31/2015,Stephanie Phelps,West,Office Supplies,105.52,4,0,48.5392
CA-2015-124919,5/31/2015,Stephanie Phelps,West,Office Supplies,80.88,6,0,21.0288
CA-2015-118948,5/28/2015,Neil Knudson,West,Office Supplies,6.63,3,0,1.7901
CA-2014-104269,3/1/2014,Dave Brooks,West,Furniture,457.568,2,0.2,51.4764
CA-2016-114104,11/20/2016,Nora Paige,Central,Office Supplies,14.62,2,0,6.8714
CA-2016-114104,11/20/2016,Nora Paige,Central,Technology,944.93,7,0,236.2325
CA-2016-162733,5/11/2016,Ted Trevino,West,Office Supplies,5.98,1,0,2.691
CA-2015-119697,12/28/2015,Eric Murdock,East,Technology,54.384,2,0.2,1.3596
CA-2016-154508,11/16/2016,Ruben Dartt,West,Office Supplies,28.4,5,0,13.348
CA-2016-113817,11/7/2016,Max Jones,West,Office Supplies,27.68,2,0.2,9.688
CA-2014-139892,9/8/2014,Becky Martin,Central,Office Supplies,9.936,3,0.2,2.7324
CA-2014-139892,9/8/2014,Becky Martin,Central,Technology,8159.952,8,0.4,-1359.992
CA-2014-139892,9/8/2014,Becky Martin,Central,Office Supplies,275.928,3,0.2,-58.6347
CA-2014-139892,9/8/2014,Becky Martin,Central,Furniture,1740.06,9,0.3,-24.858
CA-2014-139892,9/8/2014,Becky Martin,Central,Office Supplies,32.064,6,0.2,6.8136
CA-2014-139892,9/8/2014,Becky Martin,Central,Office Supplies,177.98,5,0.8,-453.849
CA-2014-139892,9/8/2014,Becky Martin,Central,Technology,143.976,3,0.2,8.9985
CA-2014-118962,8/5/2014,Chad Sievert,West,Office Supplies,20.94,3,0,9.8418
CA-2014-118962,8/5/2014,Chad Sievert,West,Office Supplies,110.96,2,0,53.2608
CA-2014-118962,8/5/2014,Chad Sievert,West,Furniture,340.144,7,0.2,21.259
US-2014-100853,9/14/2014,Jennifer Braxton,Central,Office Supplies,52.448,2,0.8,-131.12
US-2014-100853,9/14/2014,Jennifer Braxton,Central,Office Supplies,20.16,4,0.2,6.552
US-2017-152366,4/21/2017,Shirley Jackson,Central,Office Supplies,97.264,4,0.8,-243.16
US-2015-101511,11/21/2015,Joel Eaton,East,Furniture,396.802,7,0.3,-11.3372
US-2015-101511,11/21/2015,Joel Eaton,East,Office Supplies,15.88,5,0.2,-3.7715
CA-2015-137225,12/15/2015,Jim Kriz,East,Office Supplies,3.28,1,0,1.4104
CA-2014-166191,12/5/2014,David Kendrick,Central,Office Supplies,24.816,2,0.2,1.8612
CA-2014-166191,12/5/2014,David Kendrick,Central,Technology,408.744,7,0.2,76.6395
CA-2014-158274,11/19/2014,Robert Marley,South,Technology,503.96,4,0,131.0296
CA-2014-158274,11/19/2014,Robert Marley,South,Technology,149.95,5,0,41.986
CA-2014-158274,11/19/2014,Robert Marley,South,Technology,29,2,0,7.25
CA-2016-105018,11/28/2016,Sally Knutson,East,Office Supplies,7.16,2,0,3.4368
CA-2014-123260,8/26/2014,Frank Merwin,West,Technology,176.8,8,0,22.984
CA-2016-157000,7/16/2016,Alice McCarthy,Central,Office Supplies,37.224,3,0.2,3.7224
CA-2016-157000,7/16/2016,Alice McCarthy,Central,Office Supplies,20.016,3,0.2,6.255
CA-2015-102281,10/12/2015,Mark Packer,East,Furniture,899.136,4,0.2,112.392
CA-2015-102281,10/12/2015,Mark Packer,East,Technology,71.76,6,0,20.0928
CA-2015-102281,10/12/2015,Mark Packer,East,Office Supplies,51.84,8,0,24.8832
CA-2015-102281,10/12/2015,Mark Packer,East,Furniture,626.352,3,0.2,46.9764
CA-2015-102281,10/12/2015,Mark Packer,East,Office Supplies,19.9,5,0,6.567
CA-2015-131457,10/31/2015,Mary Zewe,West,Office Supplies,14.28,7,0,6.7116
CA-2014-140004,3/21/2014,Cassandra Brandow,East,Office Supplies,7.408,2,0.2,1.2038
CA-2014-140004,3/21/2014,Cassandra Brandow,East,Office Supplies,6.048,3,0.2,1.5876
CA-2017-107720,11/6/2017,Valerie Mitchum,East,Office Supplies,46.26,3,0,12.0276
US-2017-124303,7/6/2017,Fred Hopkins,East,Office Supplies,2.946,2,0.7,-2.2586
US-2017-124303,7/6/2017,Fred Hopkins,East,Office Supplies,16.056,3,0.2,5.8203
CA-2017-105074,6/24/2017,Maria Bertelson,East,Office Supplies,21.744,3,0.2,6.795
CA-2014-133690,8/3/2014,Bruce Stewart,West,Furniture,218.75,2,0.5,-161.875
CA-2014-133690,8/3/2014,Bruce Stewart,West,Office Supplies,2.6,1,0.2,0.2925
US-2017-116701,12/17/2017,Logan Currie,Central,Office Supplies,66.284,2,0.8,-178.9668
CA-2017-126382,6/3/2017,Heather Kirkland,South,Furniture,35.168,7,0.2,9.6712
CA-2017-108329,12/9/2017,Laurel Elliston,West,Technology,444.768,4,0.2,44.4768
CA-2017-135860,12/1/2017,Joseph Holt,Central,Office Supplies,83.92,4,0,5.8744
CA-2017-135860,12/1/2017,Joseph Holt,Central,Technology,131.98,2,0,35.6346
CA-2017-135860,12/1/2017,Joseph Holt,Central,Office Supplies,15.92,4,0,7.4824
CA-2017-135860,12/1/2017,Joseph Holt,Central,Office Supplies,52.29,9,0,16.2099
CA-2017-135860,12/1/2017,Joseph Holt,Central,Office Supplies,91.99,1,0,3.6796
CA-2015-101007,2/9/2015,Michael Stewart,Central,Technology,20.8,2,0.2,6.5
CA-2015-146262,1/2/2015,Victoria Wilson,East,Office Supplies,23.68,2,0.2,8.88
CA-2015-146262,1/2/2015,Victoria Wilson,East,Furniture,452.45,5,0.5,-244.323
CA-2015-146262,1/2/2015,Victoria Wilson,East,Technology,62.982,3,0.4,-14.6958
CA-2015-146262,1/2/2015,Victoria Wilson,East,Technology,1188,9,0.7,-950.4
CA-2015-146262,1/2/2015,Victoria Wilson,East,Technology,89.584,2,0.2,4.4792
CA-2016-130162,10/28/2016,Jonathan Howell,West,Office Supplies,93.06,6,0,26.0568
CA-2016-130162,10/28/2016,Jonathan Howell,West,Technology,302.376,3,0.2,22.6782
CA-2015-169397,12/24/2015,Joni Blumstein,East,Office Supplies,5.584,2,0.2,1.8148
CA-2015-169397,12/24/2015,Joni Blumstein,East,Office Supplies,22.704,6,0.2,8.2302
CA-2015-169397,12/24/2015,Joni Blumstein,East,Office Supplies,19.776,4,0.7,-13.8432
CA-2015-169397,12/24/2015,Joni Blumstein,East,Furniture,72.704,4,0.2,19.0848
CA-2015-169397,12/24/2015,Joni Blumstein,East,Technology,479.988,4,0.7,-383.9904
CA-2015-169397,12/24/2015,Joni Blumstein,East,Office Supplies,27.168,2,0.2,2.7168
CA-2015-163055,8/9/2015,David Smith,Central,Office Supplies,2.2,1,0,0.968
CA-2015-163055,8/9/2015,David Smith,Central,Furniture,622.45,5,0,136.939
CA-2015-163055,8/9/2015,David Smith,Central,Office Supplies,21.98,1,0,0.2198
US-2015-145436,2/28/2015,Valerie Dominguez,South,Furniture,161.568,2,0.2,-28.2744
US-2015-145436,2/28/2015,Valerie Dominguez,South,Furniture,389.696,8,0.2,43.8408
US-2014-156216,9/13/2014,Erin Ashbrook,South,Office Supplies,18.648,7,0.7,-12.432
US-2017-100930,4/7/2017,Christopher Schild,South,Furniture,233.86,2,0.45,-102.048
US-2017-100930,4/7/2017,Christopher Schild,South,Furniture,620.6145,3,0.45,-248.2458
US-2017-100930,4/7/2017,Christopher Schild,South,Office Supplies,5.328,2,0.7,-3.552
US-2017-100930,4/7/2017,Christopher Schild,South,Furniture,258.072,3,0.2,0
US-2017-100930,4/7/2017,Christopher Schild,South,Technology,617.976,3,0.2,-7.7247
CA-2017-160514,11/12/2017,David Bremer,West,Office Supplies,10.56,2,0,4.752
CA-2016-157749,6/4/2016,Ken Lonsdale,Central,Office Supplies,25.92,5,0.2,9.396
CA-2016-157749,6/4/2016,Ken Lonsdale,Central,Furniture,419.68,5,0.6,-356.728
CA-2016-157749,6/4/2016,Ken Lonsdale,Central,Furniture,11.688,3,0.6,-4.6752
CA-2016-157749,6/4/2016,Ken Lonsdale,Central,Technology,31.984,2,0.2,11.1944
CA-2016-157749,6/4/2016,Ken Lonsdale,Central,Furniture,177.225,5,0.5,-120.513
CA-2016-157749,6/4/2016,Ken Lonsdale,Central,Furniture,4.044,3,0.6,-2.8308
CA-2016-157749,6/4/2016,Ken Lonsdale,Central,Office Supplies,7.408,2,0.2,1.2038
CA-2014-131926,6/1/2014,Dianna Wilson,Central,Furniture,2001.86,7,0,580.5394
CA-2014-131926,6/1/2014,Dianna Wilson,Central,Office Supplies,166.72,2,0,41.68
CA-2014-131926,6/1/2014,Dianna Wilson,Central,Office Supplies,47.88,6,0,23.94
CA-2014-131926,6/1/2014,Dianna Wilson,Central,Office Supplies,1503.25,5,0,496.0725
CA-2014-131926,6/1/2014,Dianna Wilson,Central,Office Supplies,25.92,4,0,12.4416
CA-2016-154739,12/10/2016,Logan Haushalter,West,Furniture,321.568,2,0.2,28.1372
CA-2016-145625,9/11/2016,Kelly Collister,West,Office Supplies,7.61,1,0,3.5767
CA-2016-145625,9/11/2016,Kelly Collister,West,Technology,3347.37,13,0,636.0003
CA-2016-146941,12/10/2016,Delfina Latchford,East,Office Supplies,80.58,6,0,22.5624
CA-2016-146941,12/10/2016,Delfina Latchford,East,Office Supplies,361.92,4,0,162.864
US-2015-159982,11/28/2015,Dan Reichenbach,Central,Furniture,12.132,9,0.6,-8.4924
US-2015-159982,11/28/2015,Dan Reichenbach,Central,Office Supplies,82.368,2,0.2,-19.5624
US-2015-159982,11/28/2015,Dan Reichenbach,Central,Office Supplies,53.92,5,0.2,4.044
US-2015-159982,11/28/2015,Dan Reichenbach,Central,Technology,647.904,6,0.2,56.6916
CA-2017-163139,12/1/2017,Craig Carreira,East,Technology,20.37,3,0,6.9258
CA-2017-163139,12/1/2017,Craig Carreira,East,Office Supplies,221.55,3,0,6.6465
CA-2017-163139,12/1/2017,Craig Carreira,East,Office Supplies,17.52,5,0.2,6.132
US-2017-155299,6/8/2017,Dorris liebe,Central,Office Supplies,1.624,2,0.8,-4.466
US-2014-106992,9/19/2014,Sean Braxton,Central,Technology,3059.982,3,0.4,-509.997
US-2014-106992,9/19/2014,Sean Braxton,Central,Technology,2519.958,7,0.4,-251.9958
CA-2016-125318,6/6/2016,Roy Collins,Central,Technology,328.224,4,0.2,28.7196
CA-2015-155040,11/10/2015,Alan Hwang,West,Technology,79.9,2,0,35.156
CA-2017-136826,6/16/2017,Claudia Bergmann,South,Office Supplies,14.016,3,0.2,4.7304
CA-2016-111010,1/22/2016,Paul Gonzalez,East,Office Supplies,7.56,6,0,0.3024
US-2017-145366,12/9/2017,Christine Abelman,East,Office Supplies,37.208,1,0.2,-7.4416
US-2017-145366,12/9/2017,Christine Abelman,East,Office Supplies,57.576,3,0.2,21.591
CA-2017-163979,12/28/2017,Kristen Hastings,West,Office Supplies,725.84,4,0,210.4936
CA-2015-155334,7/30/2015,Helen Andreada,West,Technology,209.93,7,0,92.3692
CA-2015-155334,7/30/2015,Helen Andreada,West,Furniture,5.28,3,0,2.3232
CA-2015-155334,7/30/2015,Helen Andreada,West,Office Supplies,10.92,3,0.2,4.095
CA-2017-118136,9/16/2017,Barry Blumstein,West,Office Supplies,8.82,2,0,4.0572
CA-2017-118136,9/16/2017,Barry Blumstein,West,Office Supplies,5.98,1,0,1.5548
CA-2017-132976,10/13/2017,Andrew Gjertsen,East,Office Supplies,11.648,2,0.2,4.0768
CA-2017-132976,10/13/2017,Andrew Gjertsen,East,Office Supplies,18.176,4,0.2,5.9072
CA-2017-132976,10/13/2017,Andrew Gjertsen,East,Office Supplies,59.712,6,0.2,5.9712
CA-2017-132976,10/13/2017,Andrew Gjertsen,East,Office Supplies,24.84,3,0.2,8.694
US-2015-161991,9/26/2015,Steven Cartwright,Central,Office Supplies,2.08,5,0.8,-3.432
US-2015-161991,9/26/2015,Steven Cartwright,Central,Technology,1114.4,7,0.2,376.11
CA-2015-130890,11/2/2015,Jas O'Carroll,West,Furniture,1038.84,5,0.2,51.942
CA-2015-130883,9/26/2015,Tracy Blumstein,West,Office Supplies,141.76,5,0.2,47.844
CA-2015-130883,9/26/2015,Tracy Blumstein,West,Technology,239.8,5,0.2,47.96
CA-2015-130883,9/26/2015,Tracy Blumstein,West,Office Supplies,31.104,6,0.2,10.8864
CA-2016-112697,12/18/2016,Alan Haines,South,Office Supplies,254.058,7,0.7,-169.372
CA-2016-112697,12/18/2016,Alan Haines,South,Office Supplies,194.528,2,0.2,24.316
CA-2016-112697,12/18/2016,Alan Haines,South,Office Supplies,961.48,5,0.2,-204.3145
CA-2016-110772,11/20/2016,Nick Zandusky,East,Office Supplies,19.096,7,0.2,6.6836
CA-2016-110772,11/20/2016,Nick Zandusky,East,Office Supplies,18.496,8,0.2,6.2424
CA-2016-110772,11/20/2016,Nick Zandusky,East,Technology,255.984,2,0.2,54.3966
CA-2016-110772,11/20/2016,Nick Zandusky,East,Furniture,86.97,3,0.5,-48.7032
CA-2014-111451,12/26/2014,Kelly Lampkin,West,Furniture,300.416,8,0.2,78.8592
CA-2014-111451,12/26/2014,Kelly Lampkin,West,Furniture,230.352,3,0.2,20.1558
CA-2014-111451,12/26/2014,Kelly Lampkin,West,Furniture,218.352,3,0.2,-24.5646
CA-2014-111451,12/26/2014,Kelly Lampkin,West,Office Supplies,78.6,5,0.7,-62.88
